,x,y
0,1263,56
1,1229,193
2,1282,194
3,1017,195
4,1344,198
5,1450,220
6,1130,221
7,1081,243
8,1342,258
9,1539,269
10,1034,271
11,990,305
12,956,341
13,1624,341
14,925,371
15,1661,378
16,891,408
17,1699,423
18,859,444
19,829,493
20,799,529
21,1790,534
22,767,574
23,1818,578
24,744,621
25,715,669
26,1866,677
27,698,714
28,674,760
29,1913,769
30,652,803
31,1938,813
32,569,826
33,632,844
34,1962,858
35,607,889
36,1981,897
37,586,932
38,1998,940
39,561,975
40,2017,979
41,542,1019
42,2033,1021
43,528,1061
44,2047,1064
45,2064,1104
46,490,1138
47,2078,1145
48,453,1213
49,2113,1215
50,437,1266
51,2145,1301
52,425,1308
53,410,1349
54,2164,1357
55,2185,1395
56,2202,1435
57,370,1436
58,2216,1476
59,2225,1522
60,2259,1594
61,2425,1665
62,247,1735
63,2108,1780
64,2425,1841
