,x,y
0,1207,214
1,1153,216
2,1259,218
3,1104,220
4,1311,222
5,1368,238
6,1053,240
7,1420,258
8,1640,260
9,1464,285
10,956,292
11,1504,318
12,1553,358
13,883,365
14,847,396
15,1626,429
16,816,431
17,1805,446
18,1666,465
19,782,469
20,1593,480
21,1694,507
22,1724,552
23,727,556
24,1749,595
25,692,598
26,1773,640
27,675,645
28,1797,692
29,644,695
30,1879,730
31,1822,738
32,624,742
33,604,785
34,1848,786
35,1873,829
36,583,832
37,556,877
38,1913,913
39,539,918
40,1931,958
41,520,961
42,1971,1031
43,482,1044
44,1984,1078
45,466,1087
46,2074,1087
47,2003,1117
48,443,1124
49,2022,1156
50,429,1170
51,2154,1181
52,2036,1198
53,410,1211
54,2181,1222
55,2053,1239
56,393,1251
57,2066,1283
58,2087,1324
59,361,1334
60,2106,1363
61,344,1376
62,2125,1404
63,325,1417
64,215,1423
65,307,1462
66,2156,1482
67,291,1503
68,2174,1527
69,276,1545
70,2185,1570
71,2204,1612
72,243,1626
73,227,1676
74,2127,1678
75,2234,1695
76,207,1715
77,2253,1737
78,262,1751
79,189,1755
80,176,1803
81,163,1847
