,x,y,w,h,score,match
72,170,1839,30,30,0.763828,left_angled.jpg
11,179,1793,30,30,0.83798754,top_left.jpg
10,199,1748,30,30,0.8898806,top_left.jpg
3,200,1897,30,30,0.76132005,left_back_bent.jpg
9,214,1705,30,30,0.9182987,top_left.jpg
69,239,1628,30,30,0.8994633,small_round.jpg
8,270,1558,30,30,0.91309685,top_left.jpg
52,305,1452,30,30,0.80595446,03_18_2023 LG 282 copy.jpg
50,320,1416,30,30,0.81129473,03_18_2023 LG 282 copy.jpg
7,342,1378,30,30,0.86184597,top_left.jpg
47,369,1307,30,30,0.8559816,03_18_2023 LG 282 copy.jpg
45,399,1232,30,30,0.82830477,03_18_2023 LG 282 copy.jpg
71,434,1195,30,30,0.8086537,left_angled.jpg
42,452,1115,30,30,0.8010346,03_18_2023 LG 282 copy.jpg
70,480,1076,30,30,0.7803459,left_angled.jpg
2,488,1157,30,30,0.76163745,left_back_bent.jpg
74,510,989,30,30,0.8575436,12_20_2022 LG 282 copy.jpg
40,572,864,30,30,0.7999445,03_18_2023 LG 282 copy.jpg
39,590,818,30,30,0.84261906,03_18_2023 LG 282 copy.jpg
64,622,779,30,30,0.8771805,small_round.jpg
37,643,732,30,30,0.8059859,03_18_2023 LG 282 copy.jpg
35,662,685,30,30,0.795196,03_18_2023 LG 282 copy.jpg
1,666,923,30,30,0.81087583,left_back_bent.jpg
6,672,785,30,30,0.80098134,top_left.jpg
62,694,646,30,30,0.8261292,small_round.jpg
5,718,716,30,30,0.8129789,top_left.jpg
25,748,562,30,30,0.8246935,middle round.jpg
4,769,615,30,30,0.77223724,top_left.jpg
61,778,511,30,30,0.8824678,small_round.jpg
31,839,427,30,30,0.87407696,03_18_2023 LG 282 copy.jpg
30,869,387,30,30,0.8270105,03_18_2023 LG 282 copy.jpg
28,901,353,30,30,0.86976826,03_18_2023 LG 282 copy.jpg
0,938,403,30,30,0.8309158,left_back_bent.jpg
26,984,279,30,30,0.8928041,03_18_2023 LG 282 copy.jpg
14,1030,250,30,30,0.8537183,round_light.jpg
22,1078,224,30,30,0.87947553,middle round.jpg
24,1117,255,30,30,0.7825893,middle round.jpg
21,1123,199,30,30,0.8647932,middle round.jpg
23,1155,242,30,30,0.7792508,middle round.jpg
13,1269,183,30,30,0.83810395,round_light.jpg
73,1361,187,30,30,0.9169185,12_20_2022 LG 282 copy.jpg
20,1409,192,30,30,0.9194598,middle round.jpg
12,1462,210,30,30,0.8257184,right_small_weird.jpg
27,1650,344,30,30,0.9006396,03_18_2023 LG 282 copy.jpg
29,1684,379,30,30,0.8667199,03_18_2023 LG 282 copy.jpg
32,1755,451,30,30,0.8712116,03_18_2023 LG 282 copy.jpg
60,1792,496,30,30,0.89373916,small_round.jpg
15,1820,544,30,30,0.8654991,round_light.jpg
33,1872,630,30,30,0.8030259,03_18_2023 LG 282 copy.jpg
34,1900,670,30,30,0.80236,03_18_2023 LG 282 copy.jpg
36,1923,708,30,30,0.8461356,03_18_2023 LG 282 copy.jpg
63,1948,749,30,30,0.76630586,small_round.jpg
38,1970,789,30,30,0.8528419,03_18_2023 LG 282 copy.jpg
65,1994,826,30,30,0.8718115,small_round.jpg
66,2017,872,30,30,0.8581688,small_round.jpg
16,2038,909,30,30,0.800668,round_light.jpg
67,2062,955,30,30,0.8779905,small_round.jpg
17,2078,1000,30,30,0.9148312,round_light.jpg
41,2115,1079,30,30,0.8485284,03_18_2023 LG 282 copy.jpg
68,2139,1114,30,30,0.85603786,small_round.jpg
43,2150,1154,30,30,0.8574332,03_18_2023 LG 282 copy.jpg
44,2188,1227,30,30,0.8442797,03_18_2023 LG 282 copy.jpg
46,2207,1265,30,30,0.8889079,03_18_2023 LG 282 copy.jpg
48,2237,1336,30,30,0.88435376,03_18_2023 LG 282 copy.jpg
49,2267,1410,30,30,0.88108796,03_18_2023 LG 282 copy.jpg
51,2286,1445,30,30,0.8270904,03_18_2023 LG 282 copy.jpg
53,2314,1516,30,30,0.87459093,03_18_2023 LG 282 copy.jpg
54,2363,1623,30,30,0.8640767,03_18_2023 LG 282 copy.jpg
55,2379,1662,30,30,0.8550175,03_18_2023 LG 282 copy.jpg
56,2395,1698,30,30,0.82102835,03_18_2023 LG 282 copy.jpg
57,2412,1741,30,30,0.82444596,03_18_2023 LG 282 copy.jpg
58,2430,1784,30,30,0.8409012,03_18_2023 LG 282 copy.jpg
19,2435,1643,30,30,0.85530657,round_light.jpg
59,2446,1833,30,30,0.80932796,03_18_2023 LG 282 copy.jpg
18,2472,1566,30,30,0.83763915,round_light.jpg
