,x,y,w,h,score,match
4,158,1767,53,48,0.7793573,top_left.jpg
2,222,1615,68,44,0.7798289,left_back_bent.jpg
60,245,1545,49,43,0.7998246,small_round.jpg
59,260,1506,49,43,0.8688597,small_round.jpg
58,277,1468,49,43,0.8889657,small_round.jpg
57,326,1359,49,43,0.88266176,small_round.jpg
35,359,1290,48,40,0.8954905,03_18_2023 LG 282 copy.jpg
34,377,1250,48,40,0.86645603,03_18_2023 LG 282 copy.jpg
32,391,1213,48,40,0.8944993,03_18_2023 LG 282 copy.jpg
31,409,1175,48,40,0.8944119,03_18_2023 LG 282 copy.jpg
29,448,1096,48,40,0.851935,03_18_2023 LG 282 copy.jpg
28,470,1055,48,40,0.82493126,03_18_2023 LG 282 copy.jpg
27,488,1014,48,40,0.87965715,03_18_2023 LG 282 copy.jpg
26,508,975,48,40,0.8813928,03_18_2023 LG 282 copy.jpg
25,530,930,48,40,0.8904948,03_18_2023 LG 282 copy.jpg
24,552,887,48,40,0.8464462,03_18_2023 LG 282 copy.jpg
52,579,843,49,43,0.8606711,small_round.jpg
23,622,759,48,40,0.88653266,03_18_2023 LG 282 copy.jpg
50,650,711,49,43,0.88541394,small_round.jpg
21,670,668,48,40,0.87011975,03_18_2023 LG 282 copy.jpg
20,724,582,48,40,0.86879873,03_18_2023 LG 282 copy.jpg
19,753,538,48,40,0.82925886,03_18_2023 LG 282 copy.jpg
0,778,581,68,44,0.76793176,left_back_bent.jpg
18,883,368,48,40,0.8098838,03_18_2023 LG 282 copy.jpg
17,951,303,48,40,0.80782455,03_18_2023 LG 282 copy.jpg
12,1056,214,38,60,0.7998819,middle round.jpg
16,1091,198,48,40,0.7960459,03_18_2023 LG 282 copy.jpg
10,1198,158,38,60,0.9004797,middle round.jpg
8,1249,150,38,60,0.87420475,middle round.jpg
62,1333,144,38,64,0.7727123,12_20_2022 LG 282 copy.jpg
11,1353,202,38,60,0.84472597,middle round.jpg
9,1386,155,38,60,0.9024447,middle round.jpg
63,1439,151,38,64,0.8079832,12_20_2022 LG 282 copy.jpg
64,1493,178,38,64,0.8807815,12_20_2022 LG 282 copy.jpg
65,1537,204,38,64,0.89429593,12_20_2022 LG 282 copy.jpg
13,1549,316,38,60,0.8497097,middle round.jpg
45,1680,322,49,43,0.8492193,small_round.jpg
66,1717,356,38,64,0.8100019,12_20_2022 LG 282 copy.jpg
46,1749,402,49,43,0.8779945,small_round.jpg
5,1790,445,36,35,0.80155796,round_light.jpg
67,1816,479,38,64,0.8623043,12_20_2022 LG 282 copy.jpg
47,1844,529,49,43,0.8233865,small_round.jpg
48,1901,616,49,43,0.83240956,small_round.jpg
49,1927,659,49,43,0.81949276,small_round.jpg
22,1943,700,48,40,0.7868124,03_18_2023 LG 282 copy.jpg
51,1969,738,49,43,0.7656651,small_round.jpg
61,1999,782,64,44,0.8107956,left_angled.jpg
53,2061,905,49,43,0.8629764,small_round.jpg
14,2068,754,38,60,0.7797188,middle round.jpg
15,2105,988,38,60,0.81612474,middle round.jpg
54,2138,1074,49,43,0.8568783,small_round.jpg
30,2174,1152,48,40,0.8650146,03_18_2023 LG 282 copy.jpg
55,2194,1189,49,43,0.8163329,small_round.jpg
33,2210,1228,48,40,0.85434675,03_18_2023 LG 282 copy.jpg
56,2232,1262,49,43,0.8373212,small_round.jpg
36,2245,1303,48,40,0.9171437,03_18_2023 LG 282 copy.jpg
37,2258,1339,48,40,0.8664587,03_18_2023 LG 282 copy.jpg
38,2291,1411,48,40,0.8821747,03_18_2023 LG 282 copy.jpg
39,2305,1448,48,40,0.9043163,03_18_2023 LG 282 copy.jpg
40,2336,1520,48,40,0.93586046,03_18_2023 LG 282 copy.jpg
7,2383,1849,36,35,0.8021365,round_light.jpg
6,2385,1502,36,35,0.84143156,round_light.jpg
41,2398,1668,48,40,0.86449623,03_18_2023 LG 282 copy.jpg
42,2415,1708,48,40,0.85089266,03_18_2023 LG 282 copy.jpg
43,2429,1750,48,40,0.7661294,03_18_2023 LG 282 copy.jpg
44,2447,1796,48,40,0.78568673,03_18_2023 LG 282 copy.jpg
1,2472,1579,68,44,0.7721303,left_back_bent.jpg
3,2489,1633,68,44,0.76863456,left_back_bent.jpg
