,x,y,w,h,score,match
28,136,1851,30,30,0.7879874,round_light.jpg
56,151,1800,30,30,0.7912306,03_18_2023 LG 282 copy.jpg
54,167,1755,30,30,0.7516588,03_18_2023 LG 282 copy.jpg
52,199,1674,30,30,0.8617783,03_18_2023 LG 282 copy.jpg
11,282,1535,30,30,0.77222687,left_back_bent.jpg
46,308,1423,30,30,0.7738198,03_18_2023 LG 282 copy.jpg
43,338,1350,30,30,0.8481099,03_18_2023 LG 282 copy.jpg
15,353,1784,30,30,0.7758659,left_back_bent.jpg
42,375,1277,30,30,0.82373667,03_18_2023 LG 282 copy.jpg
14,380,1736,30,30,0.8139876,left_back_bent.jpg
41,389,1240,30,30,0.83191246,03_18_2023 LG 282 copy.jpg
12,403,1688,30,30,0.82358336,left_back_bent.jpg
39,405,1202,30,30,0.80884576,03_18_2023 LG 282 copy.jpg
26,409,1450,30,30,0.7669849,round_light.jpg
38,425,1165,30,30,0.7563322,03_18_2023 LG 282 copy.jpg
37,446,1124,30,30,0.7929279,03_18_2023 LG 282 copy.jpg
10,455,1516,30,30,0.805127,left_back_bent.jpg
6,497,1091,30,30,0.8131215,left_back_bent.jpg
9,520,1343,30,30,0.7976279,left_back_bent.jpg
35,528,960,30,30,0.840442,03_18_2023 LG 282 copy.jpg
8,540,1295,30,30,0.752205,left_back_bent.jpg
34,549,913,30,30,0.810686,03_18_2023 LG 282 copy.jpg
33,570,870,30,30,0.7977487,03_18_2023 LG 282 copy.jpg
62,619,788,30,30,0.823622,small_round.jpg
5,636,1018,30,30,0.75760084,left_back_bent.jpg
23,644,745,30,30,0.76082456,round_light.jpg
29,671,697,30,30,0.7935189,middle round.jpg
30,692,749,30,30,0.7896817,middle round.jpg
3,749,663,30,30,0.84722096,left_back_bent.jpg
59,783,520,30,30,0.80460775,small_round.jpg
2,788,617,30,30,0.7583671,left_back_bent.jpg
1,808,573,30,30,0.77311146,left_back_bent.jpg
22,846,444,30,30,0.7502641,round_light.jpg
17,881,406,30,30,0.779403,12_20_2022 LG 282 copy 2.jpg
70,912,366,30,30,0.7919509,12_20_2022 LG 282 copy.jpg
0,950,506,30,30,0.78779477,left_back_bent.jpg
20,999,293,30,30,0.8588237,round_light.jpg
31,1036,262,30,30,0.8616235,03_18_2023 LG 282 copy.jpg
16,1134,217,30,30,0.8275649,top_left.jpg
58,1235,195,30,30,0.8566916,small_round.jpg
67,1327,197,30,30,0.9341271,12_20_2022 LG 282 copy.jpg
68,1419,211,30,30,0.9197701,12_20_2022 LG 282 copy.jpg
69,1475,230,30,30,0.8182868,12_20_2022 LG 282 copy.jpg
19,1575,292,30,30,0.92129314,round_light.jpg
21,1625,328,30,30,0.84254575,round_light.jpg
18,1661,361,30,30,0.8504535,right_small_weird.jpg
32,1853,612,30,30,0.87356824,03_18_2023 LG 282 copy.jpg
60,1885,651,30,30,0.8831148,small_round.jpg
61,1933,735,30,30,0.8863355,small_round.jpg
63,1976,816,30,30,0.870601,small_round.jpg
65,1985,1071,30,30,0.7803776,small_round.jpg
4,2009,867,30,30,0.75469583,left_back_bent.jpg
64,2043,944,30,30,0.7959058,small_round.jpg
36,2103,1067,30,30,0.82640034,03_18_2023 LG 282 copy.jpg
25,2122,1107,30,30,0.8242629,round_light.jpg
66,2173,1179,30,30,0.7619382,left_angled.jpg
40,2174,1220,30,30,0.82438093,03_18_2023 LG 282 copy.jpg
24,2181,1058,30,30,0.7674019,round_light.jpg
7,2212,1261,30,30,0.80720943,left_back_bent.jpg
44,2246,1366,30,30,0.9174997,03_18_2023 LG 282 copy.jpg
45,2259,1403,30,30,0.92702496,03_18_2023 LG 282 copy.jpg
47,2273,1439,30,30,0.9233596,03_18_2023 LG 282 copy.jpg
48,2291,1476,30,30,0.9402289,03_18_2023 LG 282 copy.jpg
49,2305,1512,30,30,0.91670805,03_18_2023 LG 282 copy.jpg
50,2338,1584,30,30,0.9126414,03_18_2023 LG 282 copy.jpg
51,2368,1657,30,30,0.9013669,03_18_2023 LG 282 copy.jpg
53,2400,1735,30,30,0.84109735,03_18_2023 LG 282 copy.jpg
55,2414,1773,30,30,0.8069328,03_18_2023 LG 282 copy.jpg
57,2453,1869,30,30,0.86536944,03_18_2023 LG 282 copy.jpg
13,2471,1728,30,30,0.8012447,left_back_bent.jpg
27,2501,1848,30,30,0.7674119,round_light.jpg
