,arclength_loc,x_2D,y_2D,tangent_x,tangent_y,normal_x,normal_y
43,43,153.7421442425953,1902.5348879486207,1,-2.8053558869320923,0.9419451701747655,0.3357667291207273
44,44,154.07793969871054,1901.5929530189933,1,-2.8048148717050547,0.94192468527013,0.33582419102674366
45,45,154.41379264080507,1900.6510385848294,1,-2.8042735766427733,0.9419041792419737,0.33588170108909443
46,46,154.7497031170652,1899.7091446672682,1,-2.8037320015275813,0.9418836520587215,0.3359392593677095
47,47,155.0856711757372,1898.7672712874808,1,-2.8031901461415627,0.9418631036887353,0.3359968659226197
48,48,155.42169686512733,1897.8254184666696,1,-2.8026480102665663,0.941842534100315,0.33605452081395487
49,49,155.75778023360238,1896.8835862260692,1,-2.8021055936841934,0.9418219432616991,0.33611222410194636
50,50,156.09392132958888,1895.9417745869455,1,-2.801562896175805,0.9418013311410626,0.3361699758469254
51,51,156.4301202015741,1894.9999835705964,1,-2.801019917522517,0.9417806977065191,0.33622777610932436
52,52,156.76637689810576,1894.058213198352,1,-2.800476657505202,0.9417600429261189,0.3362856249496768
53,53,157.1026914677921,1893.1164634915738,1,-2.799933115904491,0.9417393667678495,0.3363435224286169
54,54,157.43906395930213,1892.174734471656,1,-2.7993892925007655,0.941718669199636,0.3364014686068813
55,55,157.7754944213655,1891.2330261600243,1,-2.798845187074168,0.9416979501893397,0.3364594635453072
56,56,158.11198290277292,1890.2913385781374,1,-2.7983007994045903,0.941677209704759,0.3365175073048347
57,57,158.44852945237596,1889.3496717474852,1,-2.797756129271682,0.9416564477136288,0.3365755999465053
58,58,158.78513411908727,1888.4080256895907,1,-2.7972111764548466,0.9416356641836204,0.336633741531463
59,59,159.12179695188075,1887.466400426009,1,-2.796665940733238,0.9416148590823417,0.33669193212095483
60,60,159.4585179997917,1886.5247959783273,1,-2.7961204218857687,0.9415940323773363,0.33675017177632977
61,61,159.79529731191658,1885.583212368166,1,-2.7955746196910995,0.9415731840360839,0.3368084605590404
62,62,160.13213493741367,1884.641649617177,1,-2.795028533927646,0.9415523140260004,0.33686679853064216
63,63,160.46903092550264,1883.7001077470463,1,-2.794482164373575,0.9415314223144363,0.3369251857527939
64,64,160.80598532546472,1882.758586779491,1,-2.7939355108068065,0.9415105088686787,0.33698362228725826
65,65,161.14299818664344,1881.8170867362621,1,-2.79338857300501,0.9414895736559499,0.33704210819590164
66,66,161.48006955844383,1880.8756076391428,1,-2.7928413507456065,0.9414686166434065,0.3371006435406945
67,67,161.81719949033297,1879.9341495099493,1,-2.7922938438057696,0.9414476377981413,0.3371592283837116
68,68,162.15438803184023,1878.9927123705309,1,-2.7917460519624204,0.9414266370871812,0.33721786278713206
69,69,162.49163523255717,1878.05129624277,1,-2.7911979749922318,0.9414056144774877,0.3372765468132399
70,70,162.8289411421377,1877.1099011485815,1,-2.7906496126716247,0.9413845699359578,0.337335280524424
71,71,163.16630581029804,1876.168527109914,1,-2.790100964776771,0.9413635034294218,0.3373940639831784
72,72,163.50372928681722,1875.2271741487493,1,-2.789552031083589,0.9413424149246445,0.33745289725210265
73,73,163.84121162153656,1874.285842287102,1,-2.789002811367748,0.9413213043883257,0.3375117803939017
74,74,164.17875286436035,1873.3445315470203,1,-2.7884533054046643,0.9413001717870976,0.3375707134713862
75,75,164.51635306525588,1872.403241950586,1,-2.787903512969499,0.9412790170875271,0.3376296965474735
76,76,164.85401227425305,1871.4619735199142,1,-2.7873534338371644,0.9412578402561144,0.3376887296851864
77,77,165.19173054144528,1870.5207262771535,1,-2.786803067782317,0.9412366412592934,0.3377478129476551
78,78,165.52950791698876,1869.579500244486,1,-2.7862524145793617,0.9412154200634308,0.3378069463981157
79,79,165.8673444511031,1868.6382954441278,1,-2.7857014740024484,0.9411941766348267,0.3378661300999116
80,80,166.20524019407154,1867.6971118983283,1,-2.785150245825472,0.9411729109397141,0.3379253641164935
81,81,166.54319519624056,1866.755949629371,1,-2.7845987298220747,0.9411516229442588,0.3379846485114194
82,82,166.88120950802022,1865.814808659573,1,-2.7840469257656393,0.9411303126145588,0.33804398334835506
83,83,167.21928317988466,1864.8736890112857,1,-2.783494833429299,0.941108979916645,0.3381033686910737
84,84,167.55741626237122,1863.9325907068944,1,-2.7829424525859268,0.9410876248164803,0.33816280460345705
85,85,167.8956088060819,1862.9915137688183,1,-2.7823897830081403,0.9410662472799597,0.3382222911494951
86,86,168.2338608616823,1862.050458219511,1,-2.7818368244683014,0.9410448472729104,0.3382818283932863
87,87,168.57217247990215,1861.10942408146,1,-2.781283576738514,0.941023424761091,0.3383414163990379
88,88,168.91054371153567,1860.168411377187,1,-2.7807300395906243,0.9410019797101922,0.33840105523106634
89,89,169.2489746074411,1859.2274201292487,1,-2.780176212796222,0.9409805120858352,0.33846074495379697
90,90,169.5874652185419,1858.2864503602354,1,-2.7796220961266367,0.9409590218535735,0.33852048563176496
91,91,169.92601559582516,1857.3455020927727,1,-2.77906768935294,0.9409375089788913,0.33858027732961515
92,92,170.26462579034336,1856.40457534952,1,-2.778512992245945,0.9409159734272031,0.3386401201121021
93,93,170.60329585321344,1855.4636701531715,1,-2.777958004576205,0.9408944151638551,0.3387000140440908
94,94,170.94202583561736,1854.5227865264565,1,-2.7774027261140137,0.9408728341541234,0.3387599591905564
95,95,171.2808157888024,1853.5819244921386,1,-2.776847156629403,0.9408512303632148,0.3388199556165851
96,96,171.61966576408037,1852.6410840730164,1,-2.776291295892146,0.9408296037562666,0.33888000338737373
97,97,171.95857581282894,1851.7002652919234,1,-2.7757351436717537,0.9408079542983454,0.3389401025682302
98,98,172.29754598649072,1850.7594681717283,1,-2.775178699737476,0.9407862819544484,0.339000253224574
99,99,172.636576336574,1849.8186927353343,1,-2.7746219638583,0.9407645866895018,0.339060455421936
100,100,172.97566691465266,1848.87793900568,1,-2.774064935802953,0.9407428684683622,0.3391207092259591
101,101,173.31481777236607,1847.9372070057393,1,-2.7735076153398963,0.9407211272558151,0.3391810147023983
102,102,173.65402896141975,1846.9964967585213,1,-2.7729500022373297,0.940699363016575,0.33924137191712084
103,103,173.99330053358494,1846.0558082870705,1,-2.7723920962631894,0.9406775757152854,0.33930178093610636
104,104,174.3326325406987,1845.1151416144664,1,-2.771833897185149,0.9406557653165193,0.3393622418254476
105,105,174.67202503466487,1844.1744967638244,1,-2.7712754047706154,0.9406339317847775,0.3394227546513501
106,106,175.01147806745294,1843.2338737582952,1,-2.7707166187867314,0.9406120750844899,0.339483319480133
107,107,175.35099169109893,1842.293272621065,1,-2.770157539000376,0.9405901951800143,0.33954393637822866
108,108,175.69056595770553,1841.352693375356,1,-2.769598165178161,0.940568292035637,0.3396046054121835
109,109,176.03020091944202,1840.412136044426,1,-2.7690384970864335,0.9405463656155717,0.33966532664865773
110,110,176.36989662854398,1839.4716006515685,1,-2.768478534491273,0.9405244158839604,0.3397261001544259
111,111,176.70965313731446,1838.531087220113,1,-2.7679182771584934,0.9405024428048726,0.3397869259963771
112,112,177.04947049812304,1837.590595773425,1,-2.767357724853638,0.9404804463423047,0.3398478042415154
113,113,177.38934876340642,1836.6501263349062,1,-2.7667968773419904,0.9404584264601811,0.3399087349569592
114,114,177.72928798566858,1835.709678927994,1,-2.766235734388557,0.9404363831223524,0.339969718209943
115,115,178.06928821748045,1834.7692535761623,1,-2.7656742957580813,0.9404143162925968,0.3400307540678162
116,116,178.40934951148108,1833.8288503029212,1,-2.765112561215036,0.9403922259346188,0.34009184259804415
117,117,178.7494719203763,1832.888469131817,1,-2.764550530523624,0.9403701120120493,0.34015298386820847
118,118,179.08965549693997,1831.9481100864325,1,-2.7639882034477807,0.9403479744884459,0.3402141779460064
119,119,179.42990029401352,1831.007773190387,1,-2.763425579751169,0.9403258133272919,0.3402754248992524
120,120,179.7702063645067,1830.0674584673366,1,-2.7628626591971823,0.940303628491997,0.34033672479587723
121,121,180.11057376139652,1829.1271659409733,1,-2.7622994415489432,0.9402814199458958,0.3403980777039286
122,122,180.4510025377286,1828.1868956350268,1,-2.7617359265693024,0.9402591876522497,0.3404594836915719
123,123,180.79149274661674,1827.2466475732626,1,-2.761172114020839,0.9402369315742442,0.34052094282708956
124,124,181.1320444412429,1826.3064217794836,1,-2.7606080036658587,0.9402146516749911,0.3405824551788823
125,125,181.47265767485763,1825.3662182775297,1,-2.7600435952663975,0.9401923479175264,0.3406440208154682
126,126,181.81333250078004,1824.4260370912775,1,-2.759478888584215,0.9401700202648112,0.34070563980548413
127,127,182.15406897239797,1823.4858782446408,1,-2.7589138833807993,0.9401476686797318,0.34076731221768547
128,128,182.49486714316805,1822.5457417615705,1,-2.7583485794173632,0.9401252931250976,0.340829038120946
129,129,182.83572706661585,1821.605627666055,1,-2.7577829764548465,0.9401028935636437,0.340890817584259
130,130,183.17664879633568,1820.6655359821193,1,-2.7572170742539126,0.9400804699580281,0.3409526506767367
131,131,183.51763238599176,1819.7254667338268,1,-2.7566508725749506,0.9400580222708336,0.34101453746761123
132,132,183.85867788931685,1818.7854199452775,1,-2.756084371178074,0.940035550464566,0.34107647802623425
133,133,184.19978536011354,1817.8453956406095,1,-2.7555175698231213,0.940013054501655,0.3411384724220775
134,134,184.54095485225372,1816.905393843998,1,-2.7549504682696506,0.9399905343444533,0.34120052072473356
135,135,184.8821864196792,1815.9654145796562,1,-2.7543830662769464,0.9399679899552368,0.3412626230039149
136,136,185.22348011640113,1815.0254578718352,1,-2.7538153636040152,0.9399454212962042,0.3413247793294553
137,137,185.56483599650127,1814.0855237448236,1,-2.753247360009586,0.9399228283294773,0.3413869897713094
138,138,185.9062541141307,1813.145612222948,1,-2.7526790552521083,0.9399002110170999,0.34144925439955354
139,139,186.24773452351087,1812.2057233305734,1,-2.752110449089753,0.9398775693210385,0.3415115732843856
140,140,186.5892772789336,1811.2658570921021,1,-2.7515415412804125,0.9398549032031818,0.3415739464961253
141,141,186.93088243476103,1810.3260135319751,1,-2.7509723315816976,0.9398322126253398,0.34163637410521475
142,142,187.27255004542567,1809.3861926746717,1,-2.7504028197509434,0.9398094975492448,0.3416988561822181
143,143,187.61428016543096,1808.4463945447092,1,-2.7498330055452014,0.9397867579365504,0.3417613927978225
144,144,187.95607284935056,1807.5066191666433,1,-2.7492628887212405,0.9397639937488318,0.34182398402283837
145,145,188.29792815182986,1806.5668665650685,1,-2.748692469035553,0.939741204947585,0.3418866299281987
146,146,188.63984612758418,1805.6271367646173,1,-2.7481217462443452,0.939718391494227,0.3419493305849607
147,147,188.98182683140087,1804.6874297899612,1,-2.747550720103542,0.9396955533500956,0.34201208606430494
148,148,189.32387031813806,1803.7477456658107,1,-2.7469793903687876,0.9396726904764493,0.3420748964375362
149,149,189.6659766427252,1802.8080844169144,1,-2.746407756795441,0.9396498028344666,0.34213776177608357
150,150,190.00814586016352,1801.8684460680602,1,-2.745835819138579,0.9396268903852463,0.3422006821515006
151,151,190.3503780255257,1800.9288306440747,1,-2.745263577152992,0.939603953089807,0.34226365763546623
152,152,190.6926731939561,1799.9892381698237,1,-2.744691030593189,0.9395809909090874,0.34232668829978397
153,153,191.03503142067112,1799.049668670212,1,-2.7441181792133915,0.9395580038039452,0.342389774216383
154,154,191.37745276095902,1798.1101221701838,1,-2.7435450227675373,0.9395349917351578,0.3424529154573182
155,155,191.71993727018025,1797.1705986947222,1,-2.742971561009277,0.9395119546634214,0.3425161120947706
156,156,192.0624850037674,1796.2310982688498,1,-2.742397793691976,0.9394888925493513,0.342579364201047
157,157,192.4050960172256,1795.2916209176287,1,-2.741823720568712,0.9394658053534813,0.34264267184858127
158,158,192.74777036613239,1794.3521666661607,1,-2.741249341392276,0.9394426930362644,0.3427060351099338
159,159,193.09050810613775,1793.4127355395867,1,-2.740674655915172,0.9394195555580708,0.34276945405779213
160,160,193.43330929296457,1792.4733275630877,1,-2.7400996638896142,0.9393963928791894,0.3428329287649711
161,161,193.77617398240892,1791.5339427618842,1,-2.7395243650675294,0.9393732049598268,0.3428964593044133
162,162,194.11910223033937,1790.5945811612364,1,-2.7389487592005555,0.9393499917601076,0.3429600457491892
163,163,194.4620940926979,1789.655242786445,1,-2.73837284604004,0.9393267532400731,0.3430236881724975
164,164,194.80514962549972,1788.71592766285,1,-2.7377966253370407,0.9393034893596827,0.3430873866476653
165,165,195.14826888483333,1787.776635815832,1,-2.737220096842325,0.9392802000788121,0.34315114124814877
166,166,195.49145192686095,1786.8373672708115,1,-2.7366432603063706,0.9392568853572542,0.34321495204753255
167,167,195.8346988078181,1785.8981220532494,1,-2.736066115479362,0.9392335451547182,0.3432788191195311
168,168,196.1780095840146,1784.9589001886468,1,-2.7354886621111922,0.9392101794308302,0.3433427425379887
169,169,196.52138431183363,1784.0197017025453,1,-2.7349108999514633,0.9391867881451321,0.34340672237687886
170,170,196.86482304773284,1783.080526620527,1,-2.7343328287494835,0.9391633712570815,0.34347075871030575
171,171,197.2083258482437,1782.1413749682147,1,-2.733754448254267,0.9391399287260525,0.343534851612504
172,172,197.5518927699723,1781.2022467712713,1,-2.733175758214537,0.9391164605113337,0.3435990011578388
173,173,197.895523869599,1780.2631420554012,1,-2.7325967583787194,0.9390929665721299,0.34366320742080675
174,174,198.23921920387858,1779.3240608463493,1,-2.7320174484949478,0.9390694468675606,0.3437274704760353
175,175,198.58297882964095,1778.3850031699014,1,-2.731437828311059,0.9390459013566601,0.3437917903982842
176,176,198.9268028037904,1777.4459690518843,1,-2.730857897574596,0.9390223299983775,0.34385616726244445
177,177,199.27069118330638,1776.506958518166,1,-2.730277656032803,0.9389987327515762,0.3439206011435398
178,178,199.61464402524322,1775.5679715946555,1,-2.729697103432631,0.9389751095750343,0.3439850921167262
179,179,199.95866138673097,1774.6290083073034,1,-2.7291162395207325,0.9389514604274427,0.34404964025729246
180,180,200.30274332497436,1773.6900686821014,1,-2.728535064043462,0.9389277852674076,0.3441142456406606
181,181,200.64688989725428,1772.7511527450824,1,-2.7279535767468763,0.9389040840534476,0.3441789083423861
182,182,200.99110116092672,1771.8122605223214,1,-2.7273717773767343,0.938880356743995,0.3442436284381579
183,183,201.3353771734237,1770.8733920399345,1,-2.7267896656784956,0.9388566032973954,0.3443084060037992
184,184,201.67971799225296,1769.93454732408,1,-2.7262072413973213,0.938832823671907,0.3443732411152672
185,185,202.02412367499855,1768.9957264009577,1,-2.7256245042780702,0.9388090178257008,0.34443813384865385
186,186,202.36859427932023,1768.056929296809,1,-2.725041454065304,0.9387851857168599,0.34450308428018594
187,187,202.71312986295456,1767.1181560379175,1,-2.72445809050328,0.93876132730338,0.3445680924862257
188,188,203.05773048371407,1766.179406650609,1,-2.7238744133359587,0.9387374425431687,0.34463315854327026
189,189,203.40239619948838,1765.2406811612514,1,-2.7232904223069947,0.9387135313940453,0.3446982825279532
190,190,203.7471270682432,1764.3019795962546,1,-2.722706117159741,0.9386895938137404,0.34476346451704376
191,191,204.09192314802155,1763.3633019820709,1,-2.7221214976372505,0.9386656297598963,0.34482870458744774
192,192,204.43678449694323,1762.4246483451952,1,-2.7215365634822706,0.9386416391900659,0.3448940028162075
193,193,204.78171117320503,1761.4860187121647,1,-2.7209513144372446,0.9386176220617132,0.3449593592805026
194,194,205.12670323508132,1760.547413109559,1,-2.720365750244313,0.9385935783322128,0.3450247740576497
195,195,205.47176074092363,1759.608831564001,1,-2.7197798706453105,0.9385695079588497,0.3450902472251033
196,196,205.81688374916092,1758.6702741021559,1,-2.719193675381767,0.9385454108988185,0.34515577886045556
197,197,206.16207231830012,1757.7317407507317,1,-2.7186071641949066,0.9385212871092248,0.3452213690414372
198,198,206.5073265069256,1756.7932315364794,1,-2.718020336825647,0.9384971365470826,0.34528701784591703
199,199,206.8526463737,1755.854746486193,1,-2.717433193014601,0.9384729591693162,0.3453527253519029
200,200,207.1980319773638,1754.91628562671,1,-2.7168457325020707,0.9384487549327587,0.34541849163754224
201,201,207.54348337673582,1753.9778489849107,1,-2.7162579550280532,0.9384245237941525,0.34548431678112124
202,202,207.88900063071327,1753.0394365877185,1,-2.715669860332237,0.9384002657101483,0.34555020086106625
203,203,208.23458379827167,1752.1010484621008,1,-2.7150814481540015,0.9383759806373054,0.34561614395594364
204,204,208.5802329384654,1751.1626846350682,1,-2.714492718232416,0.9383516685320914,0.3456821461444603
205,205,208.92594811042736,1750.2243451336747,1,-2.713903670306242,0.9383273293508823,0.3457482075054638
206,206,209.27172937336977,1749.2860299850183,1,-2.7133143041139283,0.9383029630499607,0.34581432811794244
207,207,209.6175767865834,1748.3477392162406,1,-2.7127246193936174,0.9382785695855184,0.3458805080610262
208,208,209.96349040943858,1747.409472854527,1,-2.712134615883136,0.938254148913653,0.3459467474139867
209,209,210.30947030138492,1746.471230927107,1,-2.71154429332,0.9382297009903697,0.34601304625623747
210,210,210.65551652195148,1745.5330134612539,1,-2.710953651441415,0.938205225771581,0.34607940466733433
211,211,211.001629130747,1744.5948204842855,1,-2.7103626899842723,0.9381807232131052,0.3461458227269758
212,212,211.34780818745963,1743.6566520235635,1,-2.709771408685152,0.9381561932706671,0.3462123005150031
213,213,211.69405375185815,1742.718508106494,1,-2.7091798072803157,0.9381316358998976,0.3462788381114012
214,214,212.0403658837906,1741.7803887605276,1,-2.708587885505717,0.9381070510563335,0.3463454355962981
215,215,212.3867446431859,1740.8422940131593,1,-2.7079956430969894,0.9380824386954175,0.3464120930499663
216,216,212.73319009005291,1739.904223891929,1,-2.7074030797894557,0.9380577987724967,0.34647881055282165
217,217,213.079702284481,1738.9661784244208,1,-2.706810195318119,0.9380331312428242,0.3465455881854256
218,218,213.4262812866403,1738.028157638264,1,-2.7062169894176686,0.9380084360615574,0.34661242602848363
219,219,213.77292715678178,1737.0901615611326,1,-2.705623461822474,0.9379837131837587,0.34667932416284736
220,220,214.1196399552372,1736.1521902207458,1,-2.7050296122665918,0.937958962564394,0.34674628266951274
221,221,214.4664197424193,1735.2142436448673,1,-2.704435440483757,0.9379341841583344,0.34681330162962254
222,222,214.81326657882238,1734.276321861307,1,-2.703840946207388,0.937909377920354,0.34688038112446545
223,223,215.1601805250217,1733.338424897919,1,-2.7032461291705845,0.937884543805131,0.3469475212354765
224,224,215.50716164167423,1732.4005527826032,1,-2.702650989106125,0.9378596817672462,0.3470147220442378
225,225,215.85420998951855,1731.4627055433054,1,-2.70205552574647,0.9378347917611843,0.3470819836324785
226,226,216.20132562937516,1730.5248832080165,1,-2.701459738823757,0.9378098737413323,0.3471493060820755
227,227,216.54850862214636,1729.5870858047729,1,-2.7008636280698064,0.9377849276619796,0.34721668947505324
228,228,216.8957590288167,1728.649313361657,1,-2.7002671932161144,0.9377599534773187,0.3472841338935845
229,229,217.24307691045274,1727.7115659067974,1,-2.699670433993855,0.937734951141443,0.34735163941999064
230,230,217.59046232820356,1726.7738434683679,1,-2.6990733501338804,0.9377099206083489,0.3474192061367418
231,231,217.93791534330094,1725.836146074589,1,-2.69847594136672,0.9376848618319332,0.34748683412645737
232,232,218.28543601705923,1724.8984737537269,1,-2.697878207422578,0.9376597747659948,0.34755452347190624
233,233,218.63302441087546,1723.9608265340946,1,-2.697280148031337,0.9376346593642331,0.34762227425600717
234,234,218.98068058622994,1723.0232044440509,1,-2.696681762922552,0.9376095155802483,0.34769008656182915
235,235,219.32840460468574,1722.0856075120012,1,-2.696083051825456,0.9375843433675413,0.34775796047259167
236,236,219.6761965278899,1721.1480357663977,1,-2.695484014468953,0.9375591426795128,0.34782589607166514
237,237,220.02405641757207,1720.2104892357388,1,-2.694884650581623,0.9375339134694642,0.3478938934425714
238,238,220.37198433554616,1719.2729679485703,1,-2.694284959891717,0.9375086556905957,0.3479619526689835
239,239,220.7199803437094,1718.335471933484,1,-2.693684942127161,0.9374833692960076,0.34803007383472684
240,240,221.06804450404334,1717.3980012191196,1,-2.693084597015553,0.9374580542386989,0.3480982570237785
241,241,221.41617687861321,1716.460555834163,1,-2.692483924284159,0.9374327104715676,0.348166502320269
242,242,221.76437752956832,1715.5231358073477,1,-2.6918829236599207,0.9374073379474107,0.34823480980848115
243,243,222.11264651914306,1714.5857411674544,1,-2.6912815948694466,0.9373819366189228,0.34830317957285145
244,244,222.46098390965557,1713.648371943311,1,-2.6906799376390174,0.937356506438697,0.34837161169796965
245,245,222.80938976350896,1712.7110281637933,1,-2.6900779516945814,0.9373310473592243,0.34844010626858013
246,246,223.15786414319132,1711.773709857824,1,-2.6894756367617583,0.9373055593328934,0.34850866336958114
247,247,223.50640711127556,1710.8364170543741,1,-2.6888729925658326,0.9372800423119895,0.34857728308602576
248,248,223.85501873041954,1709.8991497824618,1,-2.68827001883176,0.9372544962486955,0.3486459655031222
249,249,224.2036990633667,1708.9619080711536,1,-2.6876667152841596,0.9372289210950905,0.3487147107062342
250,250,224.55244817294573,1708.024691949564,1,-2.6870630816473224,0.9372033168031507,0.34878351878088093
251,251,224.90126612207095,1707.087501446855,1,-2.6864591176451995,0.9371776833247478,0.3488523898127382
252,252,225.25015297374253,1706.1503365922372,1,-2.6858548230014114,0.9371520206116499,0.3489213238876379
253,253,225.59910879104672,1705.2131974149697,1,-2.685250197439242,0.93712632861552,0.34899032109156897
254,254,225.9481336371553,1704.2760839443597,1,-2.6846452406816415,0.9371006072879173,0.3490593815106774
255,255,226.29722757532664,1703.3389962097629,1,-2.68403995245122,0.9370748565802954,0.34912850523126704
256,256,226.64639066890552,1702.4019342405834,1,-2.6834343324702554,0.9370490764440029,0.34919769233979925
257,257,226.99562298132312,1701.4648980662746,1,-2.682828380460686,0.9370232668302831,0.34926694292289423
258,258,227.34492457609747,1700.527887716338,1,-2.6822220961441117,0.9369974276902728,0.34933625706733024
259,259,227.69429551683342,1699.5909032203247,1,-2.681615479241796,0.9369715589750037,0.34940563486004506
260,260,228.04373586722255,1698.6539446078343,1,-2.6810085294746613,0.9369456606354004,0.3494750763881356
261,261,228.3932456910439,1697.7170119085158,1,-2.6804012465632927,0.936919732622281,0.3495445817388585
262,262,228.74282505216397,1696.7801051520673,1,-2.6797936302279335,0.936893774886357,0.34961415099963056
263,263,229.09247401453652,1695.8432243682364,1,-2.679185680188487,0.9368677873782321,0.3496837842580292
264,264,229.44219264220294,1694.90636958682,1,-2.678577396164514,0.936841770048403,0.34975348160179265
265,265,229.79198099929263,1693.9695408376642,1,-2.6779687778752357,0.9368157228472582,0.3498232431188201
266,266,230.14183915002286,1693.0327381506656,1,-2.67735982503953,0.9367896457250786,0.34989306889717275
267,267,230.491767158699,1692.0959615557701,1,-2.676750537375932,0.9367635386320365,0.3499629590250734
268,268,230.84176508971484,1691.1592110829736,1,-2.676140914602632,0.9367374015181951,0.35003291359090744
269,269,231.19183300755248,1690.2224867623215,1,-2.6755309564374783,0.9367112343335094,0.3501029326832229
270,270,231.54197097678286,1689.2857886239103,1,-2.6749206625979736,0.9366850370278246,0.35017301639073073
271,271,231.89217906206542,1688.3491166978856,1,-2.6743100328012743,0.9366588095508763,0.3502431648023057
272,272,232.242457328149,1687.4124710144442,1,-2.6736990667641924,0.9366325518522909,0.3503133780069862
273,273,232.59280583987106,1686.4758516038328,1,-2.6730877642031925,0.9366062638815839,0.3503836560939749
274,274,232.94322466215863,1685.5392584963488,1,-2.672476124834395,0.9365799455881607,0.35045399915263886
275,275,233.29371386002833,1684.6026917223403,1,-2.671864148373567,0.9365535969213162,0.3505244072725107
276,276,233.64427349858593,1683.666151312206,1,-2.671251834536135,0.9365272178302337,0.3505948805432874
277,277,233.99490364302747,1682.7296372963958,1,-2.6706391830371703,0.9365008082639859,0.35066541905483284
