,x,y,w,h,score,match
67,149,1865,30,30,0.79762465,small_round.jpg
66,168,1816,30,30,0.816976,small_round.jpg
57,181,1775,30,30,0.84539247,03_18_2023 LG 282 copy.jpg
65,204,1731,30,30,0.83220977,small_round.jpg
54,231,1660,30,30,0.9116726,03_18_2023 LG 282 copy.jpg
18,246,1920,30,30,0.79785717,round_light.jpg
51,247,1623,30,30,0.89688134,03_18_2023 LG 282 copy.jpg
17,285,1919,30,30,0.79190725,round_light.jpg
48,310,1487,30,30,0.9082417,03_18_2023 LG 282 copy.jpg
46,343,1415,30,30,0.88473773,03_18_2023 LG 282 copy.jpg
44,378,1343,30,30,0.87815684,03_18_2023 LG 282 copy.jpg
40,428,1235,30,30,0.8924618,03_18_2023 LG 282 copy.jpg
32,535,1042,30,30,0.79609966,middle round.jpg
64,559,993,30,30,0.83792365,small_round.jpg
31,607,911,30,30,0.7705904,middle round.jpg
62,653,825,30,30,0.80395365,small_round.jpg
61,679,779,30,30,0.79625446,small_round.jpg
60,705,740,30,30,0.8272764,small_round.jpg
9,788,656,30,30,0.7517632,round_light.jpg
37,815,566,30,30,0.78123695,03_18_2023 LG 282 copy.jpg
30,849,668,30,30,0.8005165,middle round.jpg
35,882,488,30,30,0.7905297,03_18_2023 LG 282 copy.jpg
68,918,445,30,30,0.84236157,12_20_2022 LG 282 copy.jpg
3,989,391,30,30,0.855578,12_20_2022 LG 282 copy 2.jpg
25,1081,313,30,30,0.8969033,middle round.jpg
58,1129,285,30,30,0.77687013,small_round.jpg
29,1168,322,30,30,0.85974973,middle round.jpg
27,1212,316,30,30,0.870331,middle round.jpg
19,1226,260,30,30,0.8650568,middle round.jpg
24,1260,306,30,30,0.77099377,middle round.jpg
33,1265,1895,30,30,0.76496565,middle round.jpg
2,1321,260,30,30,0.773367,12_20_2022 LG 282 copy 2.jpg
23,1372,301,30,30,0.82003,middle round.jpg
20,1412,261,30,30,0.8831859,middle round.jpg
26,1432,313,30,30,0.8392075,middle round.jpg
21,1461,263,30,30,0.8725963,middle round.jpg
22,1508,293,30,30,0.85781187,middle round.jpg
28,1555,316,30,30,0.8316371,middle round.jpg
0,1605,348,30,30,0.7784059,left_back_bent.jpg
6,1658,401,30,30,0.87033665,round_light.jpg
7,1692,434,30,30,0.8526605,round_light.jpg
16,1710,1171,30,30,0.8034097,round_light.jpg
34,1722,467,30,30,0.883024,03_18_2023 LG 282 copy.jpg
36,1754,508,30,30,0.85478395,03_18_2023 LG 282 copy.jpg
59,1822,590,30,30,0.7970693,small_round.jpg
8,1850,642,30,30,0.8324474,round_light.jpg
10,1883,689,30,30,0.8454744,round_light.jpg
12,1884,877,30,30,0.82187825,round_light.jpg
38,1899,726,30,30,0.8791529,03_18_2023 LG 282 copy.jpg
11,1927,770,30,30,0.8794648,round_light.jpg
4,1967,850,30,30,0.8543985,right_small_weird.jpg
14,1995,1045,30,30,0.76630056,round_light.jpg
5,2007,928,30,30,0.84334636,right_small_weird.jpg
63,2031,972,30,30,0.8290879,small_round.jpg
13,2055,1019,30,30,0.76168025,round_light.jpg
15,2086,1103,30,30,0.8432313,round_light.jpg
39,2124,1181,30,30,0.90451485,03_18_2023 LG 282 copy.jpg
41,2163,1253,30,30,0.8670097,03_18_2023 LG 282 copy.jpg
42,2171,1292,30,30,0.835526,03_18_2023 LG 282 copy.jpg
43,2196,1331,30,30,0.8851542,03_18_2023 LG 282 copy.jpg
45,2211,1370,30,30,0.87495387,03_18_2023 LG 282 copy.jpg
47,2243,1441,30,30,0.8957466,03_18_2023 LG 282 copy.jpg
49,2268,1514,30,30,0.883184,03_18_2023 LG 282 copy.jpg
50,2284,1552,30,30,0.92574877,03_18_2023 LG 282 copy.jpg
52,2312,1623,30,30,0.9181589,03_18_2023 LG 282 copy.jpg
55,2340,1695,30,30,0.866244,03_18_2023 LG 282 copy.jpg
56,2357,1732,30,30,0.86496764,03_18_2023 LG 282 copy.jpg
53,2418,1636,30,30,0.80230725,03_18_2023 LG 282 copy.jpg
1,2448,1587,30,30,0.7503312,left_back_bent.jpg
