,x,y,w,h,score,match
28,64,61,43,78,0.87219685,1 copy 4.jpg
63,174,91,44,80,0.9246819,1 copy 2.jpg
54,289,61,44,80,0.86078185,1 copy 2.jpg
24,381,55,43,78,0.84740466,1 copy 4.jpg
44,425,52,44,80,0.8748484,1 copy 2.jpg
52,474,59,44,80,0.78410906,1 copy 2.jpg
45,517,53,44,80,0.8826059,1 copy 2.jpg
41,567,51,44,80,0.81298417,1 copy 2.jpg
29,609,92,43,78,0.7712927,1 copy 4.jpg
49,662,56,44,80,0.7789278,1 copy 2.jpg
20,682,143,38,53,0.82330424,1 copy 6.jpg
42,708,51,44,80,0.88919455,1 copy 2.jpg
40,755,50,44,80,0.9101677,1 copy 2.jpg
17,761,138,38,53,0.77474946,1 copy 6.jpg
37,806,45,44,80,0.88617194,1 copy 2.jpg
65,850,117,44,80,0.8122709,1 copy 2.jpg
36,855,44,44,80,0.8796435,1 copy 2.jpg
38,906,45,44,80,0.9175191,1 copy 2.jpg
64,932,109,44,80,0.778448,1 copy 2.jpg
35,958,38,44,80,0.9154041,1 copy 2.jpg
34,1067,32,44,80,0.9120499,1 copy 2.jpg
16,1103,121,38,53,0.8202078,1 copy 6.jpg
33,1114,31,48,70,0.88433486,1 copy 3.jpg
31,1215,30,48,70,0.8996517,1 copy 3.jpg
62,1243,89,44,80,0.8069026,1 copy 2.jpg
32,1267,30,48,70,0.9146843,1 copy 3.jpg
14,1370,48,38,53,0.9243883,1 copy 6.jpg
15,1425,49,38,53,0.9002713,1 copy 6.jpg
7,1473,58,44,57,0.7969405,3 copy 3.jpg
22,1559,13,40,51,0.8171344,1 copy 5.jpg
19,1638,139,38,53,0.79455173,1 copy 6.jpg
8,1642,84,44,57,0.75248444,3 copy 3.jpg
13,1753,115,44,57,0.794388,3 copy 3.jpg
61,1858,84,44,80,0.9019237,1 copy 2.jpg
4,1921,84,44,68,0.9007718,1 copy.jpg
6,1971,80,45,68,0.92731696,3 copy 4.jpg
3,2027,75,44,68,0.9367753,1 copy.jpg
2,2080,71,44,68,0.91577834,1 copy.jpg
1,2144,69,44,68,0.93960214,1 copy.jpg
0,2252,62,44,68,0.93879974,1 copy.jpg
46,2305,53,44,80,0.88515705,1 copy 2.jpg
39,2406,49,44,80,0.8955521,1 copy 2.jpg
18,2431,138,38,53,0.8509502,1 copy 6.jpg
47,2460,53,44,80,0.9195184,1 copy 2.jpg
21,2571,146,38,53,0.7602163,1 copy 6.jpg
51,2571,58,44,80,0.8452109,1 copy 2.jpg
50,2625,57,44,80,0.880065,1 copy 2.jpg
58,2674,70,44,80,0.9358197,1 copy 2.jpg
5,2721,77,45,68,0.8973533,3 copy 4.jpg
27,2771,59,43,78,0.91139317,1 copy 4.jpg
59,2813,76,44,80,0.8733756,1 copy 2.jpg
60,2865,76,44,80,0.8330619,1 copy 2.jpg
55,2954,62,44,80,0.9314668,1 copy 2.jpg
11,3040,102,44,57,0.77784085,3 copy 3.jpg
30,3089,122,43,78,0.8277257,1 copy 4.jpg
57,3132,66,44,80,0.80569255,1 copy 2.jpg
23,3188,67,40,51,0.8276524,1 copy 5.jpg
12,3228,105,44,57,0.7819704,3 copy 3.jpg
26,3277,58,43,78,0.78402466,1 copy 4.jpg
56,3321,64,44,80,0.801678,1 copy 2.jpg
9,3410,96,44,57,0.8287394,3 copy 3.jpg
10,3458,99,44,57,0.75155294,3 copy 3.jpg
25,3550,57,43,78,0.7788385,1 copy 4.jpg
53,3597,59,44,80,0.87172645,1 copy 2.jpg
48,3643,55,44,80,0.8603418,1 copy 2.jpg
43,3691,51,44,80,0.8907879,1 copy 2.jpg
