,x,y,w,h,score,match
31,139,68,43,78,0.75026584,1 copy 4.jpg
30,237,64,43,78,0.78994447,1 copy 4.jpg
54,339,71,44,80,0.7538937,1 copy 2.jpg
23,435,21,40,51,0.8626808,1 copy 5.jpg
29,481,62,43,78,0.85973054,1 copy 4.jpg
27,526,57,43,78,0.80915135,1 copy 4.jpg
28,575,57,43,78,0.8196059,1 copy 4.jpg
26,671,56,43,78,0.8193789,1 copy 4.jpg
5,721,59,42,76,0.7878672,4 copy.jpg
4,764,57,42,76,0.7974836,4 copy.jpg
3,810,55,42,76,0.80792433,4 copy.jpg
2,855,52,42,76,0.80703574,4 copy.jpg
47,992,43,44,80,0.8201507,1 copy 2.jpg
1,1090,49,42,76,0.78649706,4 copy.jpg
45,1129,37,44,80,0.78334326,1 copy 2.jpg
46,1181,39,44,80,0.7573671,1 copy 2.jpg
25,1229,34,43,78,0.75965756,1 copy 4.jpg
24,1326,26,43,78,0.8296688,1 copy 4.jpg
42,1427,22,44,80,0.8445568,1 copy 2.jpg
41,1480,19,44,80,0.886745,1 copy 2.jpg
39,1586,14,44,80,0.8638993,1 copy 2.jpg
40,1632,16,44,80,0.9098812,1 copy 2.jpg
43,1832,29,44,80,0.8408494,1 copy 2.jpg
44,1889,30,44,80,0.86652625,1 copy 2.jpg
48,1992,45,44,80,0.89896584,1 copy 2.jpg
14,2046,60,45,68,0.8770972,3 copy 4.jpg
32,2108,68,43,78,0.7854796,1 copy 4.jpg
59,2160,86,44,80,0.92721677,1 copy 2.jpg
34,2215,85,43,78,0.85807544,1 copy 4.jpg
62,2273,98,44,80,0.9141368,1 copy 2.jpg
18,2329,91,45,68,0.8416964,3 copy 4.jpg
22,2380,90,53,52,0.99932474,4 copy 2.jpg
55,2441,71,44,80,0.75989026,1 copy 2.jpg
53,2496,64,44,80,0.826645,1 copy 2.jpg
52,2553,60,44,80,0.78804463,1 copy 2.jpg
12,2622,70,44,68,0.85216284,1 copy.jpg
15,2671,62,45,68,0.8559779,3 copy 4.jpg
0,2726,67,47,53,0.9124523,3 copy.jpg
13,2829,57,45,68,0.94012755,3 copy 4.jpg
49,2880,52,44,80,0.9473582,1 copy 2.jpg
50,2991,56,44,80,0.93034697,1 copy 2.jpg
51,3045,59,44,80,0.91501653,1 copy 2.jpg
38,3145,71,48,70,0.8894969,1 copy 3.jpg
20,3197,90,38,53,0.8718273,1 copy 6.jpg
56,3286,72,44,80,0.89409506,1 copy 2.jpg
57,3339,73,44,80,0.8954806,1 copy 2.jpg
17,3387,84,45,68,0.92603004,3 copy 4.jpg
16,3461,79,45,68,0.8243066,3 copy 4.jpg
58,3510,83,44,80,0.91423815,1 copy 2.jpg
33,3558,82,43,78,0.86444557,1 copy 4.jpg
60,3603,87,44,80,0.8825826,1 copy 2.jpg
35,3653,87,43,78,0.8611342,1 copy 4.jpg
6,3701,95,42,76,0.86091274,4 copy.jpg
7,3749,96,42,76,0.9993068,4 copy.jpg
8,3795,99,42,76,0.81939864,4 copy.jpg
61,3836,95,44,80,0.8159696,1 copy 2.jpg
9,3885,99,42,76,0.8626243,4 copy.jpg
19,3928,20,38,53,0.77133757,1 copy 6.jpg
10,3981,102,42,76,0.8601108,4 copy.jpg
36,4026,97,43,78,0.8141087,1 copy 4.jpg
21,4082,108,38,53,0.8382665,1 copy 6.jpg
11,4123,102,42,76,0.87459356,4 copy.jpg
63,4212,104,44,80,0.8804844,1 copy 2.jpg
37,4262,102,43,78,0.85290605,1 copy 4.jpg
64,4358,107,44,80,0.823467,1 copy 2.jpg
65,4408,109,44,80,0.8568073,1 copy 2.jpg
66,4457,111,44,80,0.8283986,1 copy 2.jpg
