,x,y,w,h,score,match
10,25,67,45,68,0.92379886,3 copy 4.jpg
13,75,69,45,68,0.91704434,3 copy 4.jpg
11,123,67,45,68,0.9209071,3 copy 4.jpg
14,169,69,45,68,0.89676195,3 copy 4.jpg
16,212,70,45,68,0.8966405,3 copy 4.jpg
55,266,70,44,80,0.91244584,1 copy 2.jpg
18,355,72,45,68,0.87859184,3 copy 4.jpg
54,401,69,44,80,0.8851401,1 copy 2.jpg
52,446,68,44,80,0.84183174,1 copy 2.jpg
56,493,70,44,80,0.9104923,1 copy 2.jpg
53,542,68,44,80,0.9268339,1 copy 2.jpg
57,588,70,44,80,0.9081294,1 copy 2.jpg
49,634,65,44,80,0.90608746,1 copy 2.jpg
19,680,73,45,68,0.9182021,3 copy 4.jpg
20,729,73,45,68,0.891414,3 copy 4.jpg
21,774,74,45,68,0.90558803,3 copy 4.jpg
40,866,64,48,70,0.7862723,1 copy 3.jpg
31,923,74,38,53,0.85864156,1 copy 6.jpg
1,1025,70,47,53,0.84949297,3 copy.jpg
0,1078,65,47,53,0.8637582,3 copy.jpg
3,1184,54,44,68,0.8645323,1 copy.jpg
2,1230,53,44,68,0.77466965,1 copy.jpg
35,1287,61,40,51,0.791631,1 copy 5.jpg
34,1344,59,40,51,0.85075283,1 copy 5.jpg
4,1387,55,44,68,0.7874085,1 copy.jpg
28,1439,67,38,53,0.8367002,1 copy 6.jpg
29,1490,68,38,53,0.8623506,1 copy 6.jpg
30,1596,69,38,53,0.8403572,1 copy 6.jpg
42,1818,88,48,70,0.82127804,1 copy 3.jpg
43,1876,89,48,70,0.81250143,1 copy 3.jpg
41,1926,81,48,70,0.8840856,1 copy 3.jpg
6,1983,79,44,68,0.77310264,1 copy.jpg
32,2049,82,38,53,0.87329036,1 copy 6.jpg
5,2150,68,44,68,0.89979565,1 copy.jpg
25,2213,82,45,39,0.9171831,3 copy 2.jpg
23,2268,76,45,39,0.8687159,3 copy 2.jpg
22,2320,74,45,39,0.9087467,3 copy 2.jpg
24,2367,76,45,39,0.8381696,3 copy 2.jpg
27,2427,66,38,53,0.81015664,1 copy 6.jpg
37,2470,56,48,70,0.8803743,1 copy 3.jpg
38,2578,60,48,70,0.8470477,1 copy 3.jpg
39,2632,63,48,70,0.9118373,1 copy 3.jpg
33,2746,82,38,53,0.9098293,1 copy 6.jpg
50,2879,65,44,80,0.91975564,1 copy 2.jpg
15,2933,69,45,68,0.909191,3 copy 4.jpg
58,2975,71,44,80,0.8337665,1 copy 2.jpg
12,3051,68,45,68,0.88573366,3 copy 4.jpg
17,3100,70,45,68,0.9357943,3 copy 4.jpg
9,3146,66,45,68,0.922762,3 copy 4.jpg
48,3194,63,44,80,0.91977215,1 copy 2.jpg
51,3243,65,44,80,0.92735267,1 copy 2.jpg
47,3290,62,44,80,0.9094228,1 copy 2.jpg
36,3338,59,43,78,0.903856,1 copy 4.jpg
46,3382,60,44,80,0.9236787,1 copy 2.jpg
44,3470,55,44,80,0.91742307,1 copy 2.jpg
8,3515,65,45,68,0.9353481,3 copy 4.jpg
45,3565,56,44,80,0.9096025,1 copy 2.jpg
7,3610,54,45,68,0.8594025,3 copy 4.jpg
26,3662,65,38,53,0.760671,1 copy 6.jpg
