,x,y,w,h,score,match
36,154,73,38,53,0.8588047,1 copy 6.jpg
39,250,76,38,53,0.8257155,1 copy 6.jpg
40,300,77,38,53,0.88852406,1 copy 6.jpg
41,396,77,38,53,0.90109557,1 copy 6.jpg
42,443,77,38,53,0.8035404,1 copy 6.jpg
37,490,74,38,53,0.895999,1 copy 6.jpg
45,541,83,38,53,0.8549395,1 copy 6.jpg
43,590,79,38,53,0.90824634,1 copy 6.jpg
38,637,75,38,53,0.8544907,1 copy 6.jpg
63,680,68,40,51,0.8293583,1 copy 5.jpg
66,701,126,40,51,0.76436096,1 copy 5.jpg
64,727,68,40,51,0.8248252,1 copy 5.jpg
35,773,67,38,53,0.8559435,1 copy 6.jpg
62,817,65,40,51,0.8322878,1 copy 5.jpg
61,869,60,40,51,0.7894991,1 copy 5.jpg
34,913,60,38,53,0.8409341,1 copy 6.jpg
28,958,52,38,53,0.9088544,1 copy 6.jpg
30,1004,55,38,53,0.89287204,1 copy 6.jpg
29,1099,53,38,53,0.8439644,1 copy 6.jpg
26,1144,47,38,53,0.9009897,1 copy 6.jpg
58,1181,134,38,53,0.82799053,1 copy 6.jpg
25,1193,40,38,53,0.8853194,1 copy 6.jpg
23,1241,39,38,53,0.8615006,1 copy 6.jpg
24,1293,39,38,53,0.89611703,1 copy 6.jpg
60,1344,30,40,51,0.7991355,1 copy 5.jpg
21,1397,26,38,53,0.9016376,1 copy 6.jpg
59,1454,21,40,51,0.8323154,1 copy 5.jpg
11,1498,24,45,39,0.78789574,3 copy 2.jpg
19,1600,14,38,53,0.88982785,1 copy 6.jpg
10,1648,17,45,39,0.8692772,3 copy 2.jpg
70,1691,120,48,70,0.81182957,1 copy 3.jpg
18,1701,13,38,53,0.90730333,1 copy 6.jpg
20,1803,19,38,53,0.89702123,1 copy 6.jpg
7,1849,11,45,68,0.8805882,3 copy 4.jpg
8,1952,19,45,68,0.8230483,3 copy 4.jpg
22,1996,33,38,53,0.83472764,1 copy 6.jpg
67,2051,38,43,78,0.8795641,1 copy 4.jpg
71,2146,60,44,80,0.9243125,1 copy 2.jpg
72,2248,65,44,80,0.93341684,1 copy 2.jpg
9,2303,75,45,68,0.9272494,3 copy 4.jpg
68,2351,77,48,70,0.93390405,1 copy 3.jpg
69,2407,82,48,70,0.9322946,1 copy 3.jpg
4,2534,81,44,68,0.9168324,1 copy.jpg
12,2591,93,45,39,0.9158965,3 copy 2.jpg
47,2648,88,38,53,0.87361896,1 copy 6.jpg
48,2698,89,38,53,0.8724103,1 copy 6.jpg
3,2747,78,44,68,0.87451285,1 copy.jpg
5,2799,82,44,68,0.8559378,1 copy.jpg
6,2857,83,44,68,0.8473816,1 copy.jpg
52,2918,94,38,53,0.9237478,1 copy 6.jpg
1,2967,94,47,53,0.87358326,3 copy.jpg
53,3024,94,38,53,0.8753333,1 copy 6.jpg
51,3072,91,38,53,0.8793823,1 copy 6.jpg
54,3116,96,38,53,0.8248248,1 copy 6.jpg
56,3163,100,38,53,0.83563113,1 copy 6.jpg
57,3265,100,38,53,0.82446414,1 copy 6.jpg
15,3328,96,45,39,0.8551752,3 copy 2.jpg
17,3354,8,38,53,0.88761795,1 copy 6.jpg
13,3424,95,45,39,0.9032985,3 copy 2.jpg
16,3467,97,45,39,0.86627334,3 copy 2.jpg
14,3520,95,45,39,0.87668014,3 copy 2.jpg
49,3570,89,38,53,0.8610424,1 copy 6.jpg
50,3619,89,38,53,0.8696456,1 copy 6.jpg
46,3664,85,38,53,0.8719722,1 copy 6.jpg
44,3708,82,38,53,0.8590581,1 copy 6.jpg
65,3752,74,40,51,0.8709029,1 copy 5.jpg
0,3889,69,47,53,0.8713076,3 copy.jpg
2,3934,65,44,68,0.8405302,1 copy.jpg
55,4047,97,38,53,0.7964641,1 copy 6.jpg
33,4081,59,38,53,0.8582979,1 copy 6.jpg
31,4127,56,38,53,0.886082,1 copy 6.jpg
32,4177,56,38,53,0.8797369,1 copy 6.jpg
27,4227,47,38,53,0.869128,1 copy 6.jpg
