,x,y,w,h,score,match
3,81,42,44,68,0.80629086,1 copy.jpg
4,128,46,44,68,0.76888365,1 copy.jpg
6,266,57,44,68,0.7609806,1 copy.jpg
21,321,48,43,78,0.7699283,1 copy 4.jpg
14,363,65,45,68,0.790143,3 copy 4.jpg
44,411,56,44,80,0.7847495,1 copy 2.jpg
17,472,85,44,57,0.79737157,3 copy 3.jpg
15,526,95,45,68,0.8643374,3 copy 4.jpg
55,682,65,44,80,0.7802559,1 copy 2.jpg
2,734,65,42,76,0.7580964,4 copy.jpg
26,826,57,43,78,0.7769245,1 copy 4.jpg
23,919,55,43,78,0.7655734,1 copy 4.jpg
48,959,59,44,80,0.75948167,1 copy 2.jpg
49,1009,60,44,80,0.8034743,1 copy 2.jpg
27,1104,61,43,78,0.85496056,1 copy 4.jpg
22,1152,53,43,78,0.79218775,1 copy 4.jpg
13,1350,57,45,68,0.848001,3 copy 4.jpg
20,1411,47,43,78,0.89357156,1 copy 4.jpg
39,1460,49,44,80,0.8709659,1 copy 2.jpg
29,1560,47,48,70,0.89477736,1 copy 3.jpg
11,1616,46,45,68,0.80356175,3 copy 4.jpg
30,1708,53,48,70,0.8990928,1 copy 3.jpg
45,1817,56,44,80,0.85673094,1 copy 2.jpg
51,1925,63,44,80,0.79873186,1 copy 2.jpg
60,2031,91,44,80,0.8393536,1 copy 2.jpg
16,2149,102,45,68,0.88897926,3 copy 4.jpg
58,2209,83,44,80,0.94866526,1 copy 2.jpg
59,2264,84,44,80,0.8169262,1 copy 2.jpg
31,2318,75,48,70,0.9103783,1 copy 3.jpg
28,2372,61,43,78,0.8206337,1 copy 4.jpg
10,2490,65,44,68,0.9151202,1 copy.jpg
8,2544,62,44,68,0.91594505,1 copy.jpg
7,2598,58,44,68,0.8613193,1 copy.jpg
12,2651,56,45,68,0.914394,3 copy 4.jpg
5,2701,56,44,68,0.9311934,1 copy.jpg
40,2753,51,44,80,0.91008484,1 copy 2.jpg
41,2805,53,44,80,0.9024371,1 copy 2.jpg
9,2862,63,44,68,0.9376974,1 copy.jpg
46,2914,56,44,80,0.88026696,1 copy 2.jpg
47,2969,58,44,80,0.9272844,1 copy 2.jpg
0,3063,82,47,53,0.8915945,3 copy.jpg
50,3113,60,44,80,0.91160274,1 copy 2.jpg
57,3204,67,44,80,0.77905345,1 copy 2.jpg
56,3254,65,44,80,0.9192747,1 copy 2.jpg
53,3333,64,44,80,0.84575766,1 copy 2.jpg
54,3377,64,44,80,0.88883126,1 copy 2.jpg
1,3426,64,42,76,0.7615994,4 copy.jpg
52,3519,63,44,80,0.80246556,1 copy 2.jpg
24,3619,56,43,78,0.83749855,1 copy 4.jpg
42,3661,54,44,80,0.808735,1 copy 2.jpg
43,3703,54,44,80,0.80055904,1 copy 2.jpg
25,3794,56,43,78,0.83272886,1 copy 4.jpg
18,3836,61,53,52,0.80097383,4 copy 2.jpg
37,3887,46,44,80,0.75912696,1 copy 2.jpg
38,3932,47,44,80,0.7608379,1 copy 2.jpg
19,3981,36,40,51,0.7555578,1 copy 5.jpg
36,4028,38,44,80,0.76937294,1 copy 2.jpg
34,4128,34,44,80,0.78557545,1 copy 2.jpg
35,4170,34,44,80,0.7842546,1 copy 2.jpg
32,4262,25,44,80,0.79939103,1 copy 2.jpg
33,4308,28,44,80,0.75736177,1 copy 2.jpg
