,x,y,w,h,score,match
59,11,50,44,80,0.8326191,1 copy 2.jpg
48,56,51,48,70,0.9333878,1 copy 3.jpg
60,109,51,44,80,0.81870186,1 copy 2.jpg
10,160,53,45,68,0.93424386,3 copy 4.jpg
12,208,56,45,68,0.91396,3 copy 4.jpg
13,258,58,45,68,0.9256598,3 copy 4.jpg
65,305,57,44,80,0.90348387,1 copy 2.jpg
36,356,68,38,53,0.85507786,1 copy 6.jpg
62,400,54,44,80,0.9298381,1 copy 2.jpg
63,497,56,44,80,0.9495388,1 copy 2.jpg
68,563,66,44,80,0.8736549,1 copy 2.jpg
17,665,71,45,68,0.90042895,3 copy 4.jpg
67,729,60,44,80,0.8815626,1 copy 2.jpg
49,774,55,48,70,0.8264403,1 copy 3.jpg
14,868,61,45,68,0.9223146,3 copy 4.jpg
61,917,53,44,80,0.8701168,1 copy 2.jpg
47,1004,50,48,70,0.80392355,1 copy 3.jpg
11,1055,54,45,68,0.887234,3 copy 4.jpg
8,1105,51,45,68,0.9172852,3 copy 4.jpg
9,1149,51,45,68,0.8919654,3 copy 4.jpg
46,1241,41,48,70,0.922152,1 copy 3.jpg
35,1296,49,38,53,0.9035249,1 copy 6.jpg
34,1349,48,38,53,0.88297236,1 copy 6.jpg
45,1394,32,48,70,0.888643,1 copy 3.jpg
32,1454,37,38,53,0.92112726,1 copy 6.jpg
31,1506,34,38,53,0.91509473,1 copy 6.jpg
30,1558,29,38,53,0.8985326,1 copy 6.jpg
26,1605,27,38,53,0.9326185,1 copy 6.jpg
27,1657,27,38,53,0.9160892,1 copy 6.jpg
23,1709,24,38,53,0.91585284,1 copy 6.jpg
24,1757,24,38,53,0.9124464,1 copy 6.jpg
28,1802,27,38,53,0.86503434,1 copy 6.jpg
25,1855,24,38,53,0.92639256,1 copy 6.jpg
29,1896,28,38,53,0.83345765,1 copy 6.jpg
55,1955,15,44,80,0.91082865,1 copy 2.jpg
56,2057,31,44,80,0.9186864,1 copy 2.jpg
7,2106,49,45,68,0.8950869,3 copy 4.jpg
0,2154,63,44,68,0.8421,1 copy.jpg
37,2211,70,38,53,0.87028587,1 copy 6.jpg
15,2257,63,45,68,0.9079654,3 copy 4.jpg
2,2359,71,44,68,0.9181243,1 copy.jpg
1,2468,70,44,68,0.9064143,1 copy.jpg
38,2539,82,38,53,0.89556086,1 copy 6.jpg
40,2595,84,40,51,0.84896356,1 copy 5.jpg
39,2650,83,38,53,0.91977394,1 copy 6.jpg
3,2694,74,44,68,0.93425757,1 copy.jpg
50,2743,72,48,70,0.7976824,1 copy 3.jpg
18,2798,74,45,68,0.931899,3 copy 4.jpg
4,2852,76,44,68,0.9325968,1 copy.jpg
19,2908,78,45,68,0.93496114,3 copy 4.jpg
22,2963,82,45,68,0.93911165,3 copy 4.jpg
41,3017,86,40,51,0.7766491,1 copy 5.jpg
54,3062,88,48,70,0.8473621,1 copy 3.jpg
72,3203,82,44,80,0.7802535,1 copy 2.jpg
51,3257,80,48,70,0.92191935,1 copy 3.jpg
53,3302,85,48,70,0.85778356,1 copy 3.jpg
21,3377,81,45,68,0.88835067,3 copy 4.jpg
52,3422,80,48,70,0.88944715,1 copy 3.jpg
20,3474,79,45,68,0.90368545,3 copy 4.jpg
71,3520,76,44,80,0.8835467,1 copy 2.jpg
70,3616,71,44,80,0.9437415,1 copy 2.jpg
69,3710,67,44,80,0.8909154,1 copy 2.jpg
66,3798,59,44,80,0.944451,1 copy 2.jpg
16,3845,67,45,68,0.9493518,3 copy 4.jpg
64,3894,56,44,80,0.93093574,1 copy 2.jpg
58,3939,49,44,80,0.94136935,1 copy 2.jpg
57,4033,43,44,80,0.9195836,1 copy 2.jpg
6,4082,43,45,68,0.91674566,3 copy 4.jpg
5,4125,41,45,68,0.9123201,3 copy 4.jpg
33,4174,44,38,53,0.8526881,1 copy 6.jpg
44,4218,29,48,70,0.8675767,1 copy 3.jpg
43,4272,16,43,78,0.8453326,1 copy 4.jpg
42,4324,15,43,78,0.85530055,1 copy 4.jpg
