,arclength loc,x2D,y2D,tangentX,tangentY,normalX,normalY
0,0,141.56288258146452,1943.0536750489366,1,-2.927571669664285,0.9463161054149202,0.3232426776159634
1,1,141.886151171228,1942.1073677949898,1,-2.9270475446331408,0.9462983992119107,0.3232945091537672
2,2,142.2094716145096,1941.161078256341,1,-2.9265231334058903,0.9462806748140604,0.3233463846611655
3,3,142.53284395530628,1940.2148064511985,1,-2.925998435750164,0.9462629321942263,0.32339830419342813
4,4,142.85626823767092,1939.268552397798,1,-2.9254734514333243,0.946245171325212,0.323450267805918
5,5,143.17974450571148,1938.3223161144022,1,-2.924948180222471,0.9462273921797681,0.32350227555409145
6,6,143.50327280359105,1937.3760976193012,1,-2.9244226218844345,0.9462095947305914,0.32355432749349833
7,7,143.826853175529,1936.4298969308124,1,-2.923896776185777,0.9461917789503251,0.3236064236797826
8,8,144.15048566580006,1935.4837140672807,1,-2.9233706428927966,0.946173944811559,0.3236585641686819
9,9,144.47417031873454,1934.5375490470783,1,-2.9228442217715194,0.9461560922868287,0.32371074901602825
10,10,144.79790717871896,1933.5914018886049,1,-2.922317512587706,0.9461382213486158,0.3237629782777479
11,11,145.1216962901958,1932.6452726102877,1,-2.9217905151068457,0.9461203319693481,0.3238152520098621
12,12,145.4455376976633,1931.6991612305817,1,-2.9212632290941603,0.9461024241213987,0.32386757026848645
13,13,145.76943144567622,1930.7530677679692,1,-2.9207356543146004,0.9460844977770865,0.32391993310983186
14,14,146.09337757884532,1929.8069922409607,1,-2.920207790532847,0.9460665529086759,0.3239723405902044
15,15,146.41737614183796,1928.8609346680937,1,-2.9196796375133114,0.9460485894883768,0.32402479276600554
16,16,146.7414271793777,1927.9148950679346,1,-2.919151195020131,0.9460306074883437,0.32407728969373223
17,17,147.06553073624482,1926.9688734590768,1,-2.9186224628171757,0.946012606880677,0.32412983142997753
18,18,147.38968685727613,1926.0228698601418,1,-2.9180934406680414,0.9459945876374214,0.32418241803143016
19,19,147.7138955873652,1925.0768842897794,1,-2.91756412833605,0.9459765497305666,0.3242350495548756
20,20,148.0381569714624,1924.130916766667,1,-2.9170345255842545,0.9459584931320474,0.3242877260571953
21,21,148.36247105457548,1923.1849673095105,1,-2.9165046321754318,0.9459404178137419,0.3243404475953674
22,22,148.68683788176824,1922.2390359370438,1,-2.9159744478720864,0.9459223237474742,0.3243932142264672
23,23,149.01125749816242,1921.293122668029,1,-2.9154439724364485,0.9459042109050115,0.3244460260076668
24,24,149.3357299489371,1920.3472275212562,1,-2.9149132056304747,0.9458860792580654,0.3244988829962356
25,25,149.6602552793277,1919.401350515544,1,-2.914382147215845,0.9458679287782918,0.3245517852495406
26,26,149.98483353462817,1918.4554916697398,1,-2.9138507969539664,0.9458497594372904,0.3246047328250463
27,27,150.3094647601894,1917.5096510027188,1,-2.913319154605967,0.9458315712066042,0.3246577257803153
28,28,150.63414900141964,1916.563828533385,1,-2.912787219932704,0.9458133640577199,0.32471076417300804
29,29,150.95888630378562,1915.6180242806709,1,-2.9122549926947516,0.9457951379620679,0.3247638480608836
30,30,151.28367671281106,1914.6722382635373,1,-2.9117224726524116,0.945776892891022,0.32481697750179933
31,31,151.6085202740784,1913.7264705009745,1,-2.911189659565707,0.9457586288158983,0.3248701525537114
32,32,151.93341703322722,1912.7807210120004,1,-2.9106565531943835,0.9457403457079572,0.32492337327467485
33,33,152.25836703595587,1911.8349898156625,1,-2.9101231532979073,0.9457220435384008,0.324976639722844
34,34,152.58337032802083,1910.8892769310369,1,-2.909589459635466,0.9457037222783745,0.3250299519564726
35,35,152.9084269552362,1909.9435823772283,1,-2.90905547196597,0.9456853818989667,0.3250833100339137
36,36,153.23353696347573,1908.9979061733707,1,-2.908521190048047,0.9456670223712073,0.3251367140136206
37,37,153.5587003986703,1908.052248338627,1,-2.9079866136400483,0.9456486436660689,0.3251901639541459
38,38,153.88391730681036,1907.1066088921887,1,-2.90745174250004,0.9456302457544666,0.3252436599141434
39,39,154.20918773394473,1906.1609878532772,1,-2.906916576385813,0.9456118286072575,0.32529720195236644
40,40,154.5345117261811,1905.215385241143,1,-2.9063811150548737,0.9455933921952401,0.32535079012766943
41,41,154.85988932968584,1904.2698010750648,1,-2.905845358264445,0.945574936489155,0.32540442449900786
42,42,155.18532059068488,1903.324235374352,1,-2.9053093057714707,0.9455564614596844,0.32545810512543794
43,43,155.5108055554625,1902.3786881583421,1,-2.9047729573326104,0.9455379670774515,0.3255118320661173
44,44,155.8363442703626,1901.4331594464031,1,-2.9042363127042417,0.9455194533130217,0.32556560538030516
45,45,156.16193678178846,1900.4876492579317,1,-2.903699371642457,0.9455009201369007,0.3256194251273626
46,46,156.4875831362028,1899.5421576123542,1,-2.903162133903065,0.9454823675195356,0.3256732913667524
47,47,156.8132833801275,1898.5966845291268,1,-2.9026245992415927,0.9454637954313145,0.32572720415803974
48,48,157.13903756014435,1897.6512300277352,1,-2.9020867674132784,0.945445203842566,0.32578116356089215
49,49,157.46484572289492,1896.7057941276948,1,-2.901548638173077,0.9454265927235592,0.32583516963507975
50,50,157.7907079150804,1895.7603768485508,1,-2.9010102112756577,0.9454079620445041,0.32588922244047563
51,51,158.11662418346174,1894.814978209878,1,-2.9004714864754026,0.9453893117755501,0.3259433220370558
52,52,158.4425945748605,1893.8695982312815,1,-2.8999324635264077,0.9453706418867877,0.3259974684848997
53,53,158.7686191361579,1892.9242369323958,1,-2.8993931421824817,0.9453519523482469,0.32605166184419027
54,54,159.09469791429544,1891.9788943328858,1,-2.8988535221971454,0.9453332431298974,0.3261059021752142
55,55,159.42083095627524,1891.0335704524464,1,-2.8983136033236327,0.9453145142016491,0.32616018953836207
56,56,159.7470183091595,1890.0882653108024,1,-2.897773385314887,0.9452957655333509,0.32621452399412876
57,57,160.07326002007107,1889.1429789277092,1,-2.8972328679235653,0.9452769970947916,0.32626890560311356
58,58,160.39955613619378,1888.197711322952,1,-2.896692050902032,0.9452582088556987,0.32632333442602035
59,59,160.7259067047717,1887.2524625163467,1,-2.896150934002366,0.9452394007857392,0.32637781052365794
60,60,161.05231177310998,1886.3072325277392,1,-2.895609516976351,0.9452205728545189,0.3264323339569403
61,61,161.37877138857505,1885.362021377006,1,-2.895067799575483,0.945201725031582,0.3264869047868866
62,62,161.70528559859386,1884.416829084054,1,-2.894525781550967,0.9451828572864122,0.3265415230746216
63,63,162.03185445065498,1883.4716556688209,1,-2.8939834626537118,0.945163969588431,0.32659618888137626
64,64,162.3584779923079,1882.5265011512747,1,-2.893440842634342,0.9451450619069983,0.32665090226848675
65,65,162.68515627116383,1881.5813655514141,1,-2.8928979212431822,0.9451261342114122,0.32670566329739614
66,66,163.01188933489516,1880.6362488892687,1,-2.892354698230268,0.9451071864709092,0.3267604720296538
67,67,163.33867723123643,1879.6911511848991,1,-2.8918111733453387,0.945088218654663,0.32681532852691586
68,68,163.66552000798305,1878.7460724583962,1,-2.891267346337843,0.9450692307317854,0.3268702328509453
69,69,163.99241771299313,1877.8010127298821,1,-2.890723216956931,0.9450502226713259,0.3269251850636125
70,70,164.31937039418608,1876.8559720195099,1,-2.890178784951462,0.9450311944422711,0.32698018522689487
71,71,164.64637809954345,1875.9109503474638,1,-2.8896340500699975,0.9450121460135447,0.32703523340287777
72,72,164.97344087710934,1874.965947733959,1,-2.8890890120608033,0.9449930773540082,0.3270903296537545
73,73,165.30055877498947,1874.020964199242,1,-2.8885436706718477,0.9449739884324588,0.3271454740418264
74,74,165.62773184135236,1873.07599976359,1,-2.887998025650805,0.9449548792176318,0.3272006666295029
75,75,165.9549601244289,1872.1310544473126,1,-2.887452076745051,0.944935749678198,0.32725590747930244
76,76,166.28224367251244,1871.1861282707498,1,-2.8869058237016625,0.9449165997827657,0.3273111966538521
77,77,166.60958253395927,1870.2412212542731,1,-2.886359266267418,0.9448974294998785,0.3273665342158881
78,78,166.93697675718812,1869.296333418286,1,-2.8858124041888007,0.9448782387980166,0.3274219202282558
79,79,167.2644263906808,1868.351464783223,1,-2.88526523721199,0.9448590276455964,0.32747735475391043
80,80,167.5919314829821,1867.4066153695508,1,-2.884717765082869,0.9448397960109692,0.3275328378559165
81,81,167.91949208270003,1866.4617851977673,1,-2.884169987547018,0.9448205438624232,0.32758836959744925
82,82,168.2471082385057,1865.5169742884023,1,-2.8836219043497193,0.944801271168181,0.32764395004179353
83,83,168.5747799991335,1864.5721826620174,1,-2.883073515235952,0.9447819778964012,0.3276995792523451
84,84,168.90250741338158,1863.627410339206,1,-2.8825248199503957,0.9447626640151773,0.32775525729261035
85,85,169.2302905301115,1862.6826573405938,1,-2.8819758182374247,0.9447433294925378,0.32781098422620675
86,86,169.55812939824816,1861.737923686838,1,-2.8814265098411145,0.9447239742964457,0.3278667601168627
87,87,169.8860240667808,1860.7932093986283,1,-2.8808768945052337,0.9447045983947997,0.3279225850284188
88,88,170.21397458476207,1859.848514496686,1,-2.8803269719732514,0.9446852017554314,0.3279784590248264
89,89,170.5419810013091,1858.9038390017652,1,-2.879776741988329,0.9446657843461085,0.3280343821701498
90,90,170.8700433656026,1857.9591829346518,1,-2.8792262042933263,0.9446463461345312,0.3280903545285647
91,91,171.19816172688812,1857.0145463161643,1,-2.8786753586307956,0.9446268870883353,0.3281463761643601
92,92,171.5263361344749,1856.0699291671538,1,-2.8781242047429862,0.9446074071750888,0.3282024471419368
93,93,171.85456663773712,1855.1253315085032,1,-2.877572742371839,0.944587906362295,0.32825856752580945
94,94,172.1828532861134,1854.1807533611286,1,-2.8770209712589914,0.9445683846173892,0.3283147373806051
95,95,172.511196129107,1853.236194745978,1,-2.8764688911457696,0.9445488419077412,0.3283709567710652
96,96,172.83959521628614,1852.291655684033,1,-2.8759165017731974,0.9445292782006535,0.328427225762044
97,97,173.16805059728352,1851.3471361963072,1,-2.8753638028819855,0.9445096934633612,0.3284835444185103
98,98,173.4965623217974,1850.4026363038472,1,-2.8748107942125407,0.944490087663033,0.32853991280554684
99,99,173.82513043959085,1849.4581560277325,1,-2.874257475504958,0.9444704607667695,0.32859633098835106
100,100,174.15375500049228,1848.5136953890756,1,-2.8737038464990246,0.9444508127416046,0.328652799032235
101,101,174.48243605439546,1847.5692544090218,1,-2.8731499069342163,0.9444311435545035,0.3287093170026256
102,102,174.81117365125974,1846.6248331087495,1,-2.8725956565497,0.9444114531723645,0.3287658849650652
103,103,175.1399678411098,1845.6804315094705,1,-2.872041095084331,0.9443917415620176,0.32882250298521154
104,104,175.46881867403647,1844.7360496324295,1,-2.8714862222766513,0.9443720086902239,0.3288791711288382
105,105,175.7977262001961,1843.7916874989046,1,-2.870931037864894,0.9443522545236769,0.3289358894618346
106,106,176.1266904698109,1842.8473451302073,1,-2.870375541586979,0.9443324790290017,0.32899265805020667
107,107,176.4557115331696,1841.9030225476824,1,-2.8698197331805124,0.9443126821727537,0.3290494769600764
108,108,176.78478944062638,1840.9587197727083,1,-2.8692636123827873,0.9442928639214203,0.3291063462576831
109,109,177.11392424260262,1840.0144368266967,1,-2.868707178930782,0.9442730242414195,0.32916326600938295
110,110,177.44311598958512,1839.0701737310933,1,-2.868150432561162,0.9442531630990999,0.3292202362816491
111,111,177.77236473212824,1838.1259305073772,1,-2.8675933730102767,0.9442332804607407,0.32927725714107264
112,112,178.10167052085202,1837.1817071770613,1,-2.867036000014161,0.9442133762925522,0.32933432865436235
