,arclength loc,x2D,y2D,tangentX,tangentY,normalX,normalY
0,0,118.3039461570956,1943.0620701421515,1,-2.704101026852806,0.9379202319781031,0.34685103206728585
1,1,118.65082323357638,1942.1241595420342,1,-2.7036394020745558,0.9379009648970861,0.34690312775343346
2,2,118.9977524265971,1941.1862682183564,1,-2.7031775369503124,0.9378816790944452,0.34695526515529956
3,3,119.34473377789811,1940.2483961898529,1,-2.7027154312950383,0.9378623745438266,0.3470074443221862
4,4,119.69176732926921,1939.3105434752847,1,-2.702253084923496,0.9378430512188278,0.34705966530347365
5,5,120.03885312254945,1938.3727100934395,1,-2.7017904976502467,0.9378237090929974,0.3471119281486203
6,6,120.38599119962745,1937.4348960631314,1,-2.7013276692896553,0.9378043481398354,0.34716423290716214
7,7,120.73318160244156,1936.4971014032012,1,-2.700864599655882,0.9377849683327926,0.3472165796287145
8,8,121.0804243729794,1935.5593261325157,1,-2.7004012885628894,0.9377655696452704,0.3472689683629704
9,9,121.42771955327868,1934.621570269969,1,-2.6999377358244376,0.9377461520506213,0.3473213991597019
10,10,121.77506718542676,1933.6838338344812,1,-2.6994739412540847,0.9377267155221486,0.3473738720687603
11,11,122.12246731156091,1932.746116845,1,-2.6990099046651888,0.9377072600331057,0.3474263871400753
12,12,122.46991997386857,1931.8084193204988,1,-2.698545625870904,0.9376877855566967,0.3474789444236563
13,13,122.81742521458683,1930.8707412799788,1,-2.698081104684185,0.9376682920660759,0.3475315439695915
14,14,123.16498307600317,1929.9330827424676,1,-2.697616340917782,0.937648779534348,0.347584185828049
15,15,123.51259360045529,1928.9954437270196,1,-2.697151334384243,0.9376292479345675,0.3476368700492764
16,16,123.86025683033101,1928.0578242527165,1,-2.6966860848959118,0.937609697239739,0.34768959668360117
17,17,124.20797280806867,1927.1202243386667,1,-2.6962205922649303,0.9375901274228167,0.34774236578143053
18,18,124.5557415761571,1926.182644004006,1,-2.6957548563032363,0.9375705384567052,0.3477951773932523
19,19,124.90356317713544,1925.2450832678974,1,-2.695288876822563,0.937550930314258,0.3478480315696339
20,20,125.25143765359363,1924.3075421495303,1,-2.6948226536344406,0.9375313029682789,0.34790092836122394
21,21,125.59936504817227,1923.3700206681222,1,-2.694356186550193,0.9375116563915199,0.34795386781875104
22,22,125.94734540356258,1922.4325188429173,1,-2.693889475380941,0.9374919905566833,0.3480068499930248
23,23,126.29537876250687,1921.4950366931876,1,-2.6934225199375987,0.9374723054364204,0.34805987493493584
24,24,126.64346516779818,1920.557574238232,1,-2.692955320030876,0.9374526010033309,0.3481129426954557
25,25,126.99160466228066,1919.620131497377,1,-2.692487875471275,0.9374328772299643,0.3481660533256375
26,26,127.33979728884962,1918.682708489977,1,-2.6920201860690938,0.9374131340888183,0.34821920687661534
27,27,127.68804309045133,1917.745305235413,1,-2.6915522516344246,0.9373933715523397,0.34827240339960513
28,28,128.03634211008352,1916.8079217530947,1,-2.6910840719771505,0.9373735895929235,0.3483256429459044
29,29,128.38469439079503,1915.8705580624585,1,-2.690615646906949,0.9373537881829129,0.3483789255668927
30,30,128.7330999756865,1914.933214182969,1,-2.6901469762332915,0.9373339672946006,0.34843225131403166
31,31,129.08155890790977,1913.9958901341183,1,-2.6896780597654386,0.9373141269002263,0.34848562023886515
32,32,129.43007123066823,1913.0585859354264,1,-2.689208897312446,0.9372942669719783,0.34853903239301925
33,33,129.7786369872171,1912.1213016064412,1,-2.6887394886831597,0.9372743874819927,0.3485924878282028
34,34,130.12725622086347,1911.184037166738,1,-2.688269833686219,0.9372544884023535,0.3486459865962071
35,35,130.47592897496597,1910.2467926359209,1,-2.6877999321300514,0.9372345697050927,0.34869952874890686
36,36,130.82465529293512,1909.3095680336212,1,-2.6873297838228787,0.9372146313621896,0.3487531143382591
37,37,131.17343521823378,1908.372363379499,1,-2.68685938857271,0.9371946733455714,0.34880674341630497
38,38,131.52226879437663,1907.4351786932416,1,-2.686388746187348,0.9371746956271116,0.34886041603516804
39,39,131.8711560649304,1906.498013994565,1,-2.6859178564743824,0.9371546981786324,0.3489141322470562
40,40,132.2200970735147,1905.5608693032136,1,-2.6854467192411935,0.9371346809719022,0.3489678921042609
41,41,132.5690918638008,1904.6237446389596,1,-2.6849753342949527,0.9371146439786366,0.3490216956591571
42,42,132.9181404795124,1903.6866400216036,1,-2.6845037014426185,0.937094587170498,0.3490755429642042
43,43,133.26724296442617,1902.7495554709749,1,-2.684031820490938,0.9370745105190957,0.3491294340719459
44,44,133.616399362371,1901.8124910069307,1,-2.6835596912464483,0.9370544139959857,0.3491833690350098
45,45,133.96560971722874,1900.8754466493574,1,-2.683087313515473,0.9370342975726703,0.3492373479061089
46,46,134.31487407293355,1899.938422418169,1,-2.682614687104125,0.9370141612205982,0.34929137073804
47,47,134.6641924734728,1899.0014183333087,1,-2.6821418118183042,0.9369940049111645,0.34934543758368547
48,48,135.01356496288687,1898.0644344147483,1,-2.6816686874636977,0.9369738286157104,0.3493995484960125
49,49,135.36299158526873,1897.1274706824881,1,-2.6811953138457776,0.9369536323055231,0.3494537035280738
50,50,135.71247238476468,1896.1905271565572,1,-2.680721690769807,0.9369334159518353,0.34950790273300686
51,51,136.06200740557432,1895.2536038570136,1,-2.6802478180408293,0.9369131795258263,0.34956214616403575
52,52,136.4115966919503,1894.316700803944,1,-2.67977369546368,0.9368929229986203,0.34961643387446945
53,53,136.76124028819874,1893.379818017464,1,-2.6792993228429753,0.9368726463412872,0.3496707659177034
54,54,137.11093823867927,1892.4429555177182,1,-2.6788246999831204,0.9368523495248423,0.34972514234721874
55,55,137.4606905878048,1891.5061133248805,1,-2.6783498266883026,0.9368320325202464,0.34977956321658343
56,56,137.81049738004208,1890.5692914591532,1,-2.6778747027624945,0.9368116952984049,0.3498340285794516
57,57,138.16035865991142,1889.6324899407684,1,-2.677399328009454,0.9367913378301685,0.3498885384895639
58,58,138.510274471987,1888.6957087899868,1,-2.6769237022327235,0.9367709600863329,0.3499430930007481
59,59,138.86024486089693,1887.758948027099,1,-2.6764478252356283,0.9367505620376381,0.34999769216691856
60,60,139.210269871323,1886.8222076724242,1,-2.675971696821277,0.9367301436547693,0.35005233604207725
61,61,139.56034954800148,1885.8854877463114,1,-2.6754953167925595,0.9367097049083555,0.35010702468031335
62,62,139.91048393572225,1884.9487882691387,1,-2.675018684952153,0.9366892457689706,0.3501617581358034
63,63,140.26067307932996,1884.0121092613142,1,-2.674541801102513,0.9366687662071326,0.3502165364628118
64,64,140.6109170237231,1883.0754507432748,1,-2.6740646650458775,0.9366482661933033,0.350271359715691
65,65,140.9612158138548,1882.1388127354874,1,-2.67358727658427,0.9366277456978885,0.35032622794888085
66,66,141.3115694947327,1881.2021952584482,1,-2.673109635519492,0.9366072046912386,0.3503811412169103
67,67,141.66197811141885,1880.2655983326833,1,-2.672631741653126,0.9365866431436464,0.35043609957439603
68,68,142.01244170903007,1879.3290219787489,1,-2.6721535947865367,0.9365660610253492,0.35049110307604386
69,69,142.36296033273806,1878.39246621723,1,-2.6716751947208692,0.9365454583065272,0.35054615177664794
70,70,142.713534027769,1877.4559310687428,1,-2.6711965412570486,0.9365248349573047,0.35060124573109164
71,71,143.06416283940436,1876.519416553932,1,-2.6707176341957797,0.9365041909477481,0.3506563849943474
72,72,143.41484681298044,1875.5829226934732,1,-2.6702384733375473,0.9364835262478672,0.35071156962147687
73,73,143.76558599388858,1874.6464495080718,1,-2.669759058482614,0.9364628408276152,0.3507667996676314
74,74,144.11638042757548,1873.7099970184631,1,-2.6692793894310225,0.9364421346568879,0.35082207518805203
75,75,144.46723015954316,1872.7735652454128,1,-2.668799465982594,0.9364214077055227,0.3508773962380694
76,76,144.81813523534882,1871.8371542097166,1,-2.6683192879369284,0.9364006599433008,0.3509327628731044
77,77,145.16909570060517,1870.9007639322003,1,-2.667838855093402,0.9363798913399453,0.35098817514866815
78,78,145.5201116009807,1869.9643944337204,1,-2.667358167251169,0.9363591018651212,0.35104363312036224
